,BALANCE,BALANCE_FREQUENCY,PURCHASES,ONEOFF_PURCHASES,INSTALLMENTS_PURCHASES,CASH_ADVANCE,PURCHASES_FREQUENCY,ONEOFF_PURCHASES_FREQUENCY,PURCHASES_INSTALLMENTS_FREQUENCY,CASH_ADVANCE_FREQUENCY,CASH_ADVANCE_TRX,PURCHASES_TRX,CREDIT_LIMIT,PAYMENTS,MINIMUM_PAYMENTS,PRC_FULL_PAYMENT,TENURE
0,-0.7319893664465486,-0.24943448080104266,-0.424899735240609,-0.3569340222066546,-0.34907881901383864,-0.4667855542850508,-0.8064903456392755,-0.6786608078479125,-0.7073131650492337,-0.675348857882429,-0.47606981743568183,-0.511333250061439,-0.9604333444542572,-0.5289787906610074,-0.3109675489452824,-0.5255509710834134,0.36067954425377496
1,0.7869608532656136,0.1343246710512249,-0.4695518820955651,-0.3569340222066546,-0.4545762302747729,2.6056045083204533,-1.2217580572960502,-0.6786608078479125,-0.9169951914991048,0.573962722280416,0.11007385158785597,-0.5917958767710622,0.6886390340642693,0.8186421271164631,0.08931020899300997,0.23422689681747927,0.36067954425377496
2,0.44713513198032884,0.5180838229034924,-0.10766823027327539,0.1088885127680007,-0.4545762302747729,-0.4667855542850508,1.2698432294420248,2.673451079746117,-0.9169951914991048,-0.675348857882429,-0.47606981743568183,-0.10902011651332345,0.8260617322741465,-0.3838047379522192,-0.10166318118537708,-0.5255509710834134,0.36067954425377496
3,0.04909913946878367,-1.0169527845055772,0.23205784678891347,0.5461894563646923,-0.4545762302747729,-0.3686532543762061,-1.0141254472683061,-0.39931926791903927,-0.9169951914991048,-0.25891333024358754,-0.3295339001797974,-0.5515645634162506,0.8260617322741465,-0.5986882602099773,4.8783048930235846e-17,-0.5255509710834134,0.36067954425377496
4,-0.3587752952564145,0.5180838229034924,-0.4620630524343565,-0.34729427860615986,-0.4545762302747729,-0.4667855542850508,-1.0141254472683061,-0.39931926791903927,-0.9169951914991048,-0.675348857882429,-0.47606981743568183,-0.5515645634162506,-0.9054642651703063,-0.36436780341352376,-0.2657912538725622,-0.5255509710834134,0.36067954425377496
5,0.11787839226261683,0.5180838229034924,0.1544922935729456,-0.3569340222066546,1.0198219718843307,-0.4667855542850508,0.43931029772976204,-0.6786608078479125,0.5507840260387573,-0.675348857882429,-0.47606981743568183,-0.2699453699325697,-0.7405570273184536,-0.11505953571863932,0.6621186109314225,-0.5255509710834134,0.36067954425377496
6,-0.4502772182552461,0.5180838229034924,2.8494084938998494,3.5005479508455557,0.30666389513195613,-0.4667855542850508,1.2698432294420248,2.673451079746117,1.5991991906768772,-0.675348857882429,-0.47606981743568183,1.9830081779368776,2.4751341107926734,1.5963132599542043,-0.28584110959493364,2.8934528534744284,0.36067954425377496
7,0.1245200221560722,0.5180838229034924,-0.26538766345686626,-0.3569340222066546,0.027792436308241134,-0.4667855542850508,1.2698432294420248,-0.6786608078479125,1.5991991906768772,-0.675348857882429,-0.47606981743568183,-0.10902011651332345,-0.6031343291085765,-0.36411552579040707,-0.14253532068558125,-0.5255509710834134,0.36067954425377496
8,-0.26402625090706594,0.5180838229034924,-0.06632989054340402,0.041603102436547745,-0.2334076532078247,-0.4667855542850508,-0.39122512558378747,-0.39931926791903927,-0.28794659595510924,-0.675348857882429,-0.47606981743568183,-0.39063930999700436,0.6886390340642693,-0.3609328667760588,-0.2369676589947607,-0.5255509710834134,0.36067954425377496
9,-0.6785040237975313,-1.4007119363578449,0.13030337376724188,0.41520944019297057,-0.4545762302747729,-0.4667855542850508,-0.8064903456392755,-0.11997437587827835,-0.9169951914991048,-0.675348857882429,-0.47606981743568183,-0.4711019367066275,1.788020619743287,-0.1963359235272189,-0.3277915071874138,-0.5255509710834134,0.36067954425377496
