page_id,pro_idx,item_id,shop_id,product_name,category_name,number_rating,page_no,user_id,user_name,comment_id,created_time,user_rating,user_comment,user_tag_content
27,1631,1120087882,41925459,Sách - Giáo Trình Hán Ngữ 3 - Quyển Thượng (Phiên Bản Mới - App) - MCBooks,Language Learning & Dictionaries,65.0,1.0,170364027.0,l*****g,6277250682,1634191260.0,5.0,"Giao hàng nhanh hơn dự kiến và đóng gói cẩn thận, hàng đầy đủ, đúng mẫu. Sách đẹp 😻",|
8,507,1147846350,55485833,Sách - Combo 1088 Câu Đố Phát Triển Trí Tuệ từ 4 đến 5 tuổi (Trọn bộ 4 cuốn) - Tái Bản 2019,Children's Books,366.0,2.0,48232063.0,buingothu,5930886947,1631244452.0,5.0,tot tttttttttttttttttttttttttttttttttttttttttttttttt,2*Chất lượng sản phẩm tuyệt vời|5*Đóng gói sản phẩm rất đẹp và chắc chắn|6*Shop phục vụ rất tốt|3*Rất đáng tiền|4*Thời gian giao hàng rất nhanh
96,5817,1565734707,55485833,SÁCH - Truyện Hay Cho Bé 0 - 6 Tuổi (Tập 2),Comics & Manga,47.0,1.0,146568656.0,thanhnghiep8892,3956697867,1611902015.0,5.0,"Giao habgf nhanh hi bkng ve thich be se nhanh biet nói, sách đưejp",|
93,5622,2406254019,17944263,Truyện tranh - Shin - Cậu Bé Bút Chì (Tập 1-20) (Tái Bản 2019),Comics & Manga,25.0,1.0,170154235.0,limkakan0109,5466992495,1627033326.0,5.0,Giao hàng nhanh. Shop đóng gói hàng cản thận. Hết tập 6 nên shop gọi cho mik đổi tập 7. Okiii,|
82,4930,3783496434,388971112,"Sách - Bước đầu tập viết, toán tư duy, tập đánh vần tiếng việt 2021 kèm thẻ flashcard Combo 3 quyển",Education & School,52.0,2.0,198477528.0,maithiphuong0502,5136365466,1624154217.0,5.0,Sách rất đẹp luôn. Giá thành lại rẻ nhận hàng siêu nhanh. Ưng lắm luôn,2*Chất lượng sản phẩm tuyệt vời
41,2511,2086408877,41482786,Sách - Nói Sao Cho Trẻ Nghe Lời,Parenting & Family,354.0,10.0,52369799.0,c*****m,5260878806,1625298456.0,5.0,Cuốn sách rất hay và bổ ích. Mình đã đọc và áp dụng cho con và thấy hiệu quả hơn.y,2*Chất lượng sản phẩm tuyệt vời|5*Đóng gói sản phẩm rất đẹp và chắc chắn|6*Shop phục vụ rất tốt|3*Rất đáng tiền|4*Thời gian giao hàng rất nhanh
53,3224,3824303270,14390734,Sách - 365 Ngày Phát Triển IQ - Học Tiếng Anh,Comics & Manga,375.0,2.0,39206666.0,cucsquirrel,3655109335,1608312649.0,5.0,"First of all, thank you for your time with us at the conference yesterday. I am writing to inform you of our decisions in terms of the marketing strategies to increase the sales of our new products.. As we know, the company is currently having some issues, including financial and KPI ones. We have an",|
44,2686,2281318338,45194730,[Mã LIFEAZ2010 giảm 10% đơn 150k] Sách - Có phong cách riêng,Recipes & Cooking,131.0,6.0,19022402.0,h*****_,5518242214,1627530828.0,5.0,Sách có khá nhiều tranh ảnh. Mình rất thích sách dạng như vậy.,|
89,5397,696130807,24232080,Đại số và giải tích 11 - Sách Giáo khoa Song ngữ Việt - Anh,Education & School,40.0,1.0,337160790.0,nguyenmanhung2405,5355877856,1626077954.0,5.0,Khá ok,|
37,2262,1984587535,52306732,Sách - Luật Đầu Tư (Tái bản) (Bìa mềm),"Politics, Law & Social Sciences",118.0,3.0,218088006.0,phuchoang060495,5830154551,1630291391.0,5.0,Okokokokokikolololo okikokikkiiookii đượcccccccccc okok,|
4,263,2150361583,90428978,"Sách -Combo Giáo trình hán ngữ mới 1,2 và Tập viết theo giáo trình - Tặng bút bay màu ( 3 ngòi )",Language Learning & Dictionaries,778.0,14.0,379053393.0,m*****d,6313251692,1634445372.0,5.0,Sách đẹp giá rẻ bên trong sách còn kèm video để xem rất đáng mua,2*Chất lượng sản phẩm tuyệt vời
15,948,5436436820,188606801,Sách - No Vocab – No Worries,Language Learning & Dictionaries,146.0,4.0,36519069.0,lieng_tuyetnghi,6325204849,1634542295.0,5.0,"Sách đẹp và giao nhanh lắm luôn, gói sách cực kỹ mà sách hơi mộng",2*Chất lượng sản phẩm tuyệt vời|5*Đóng gói sản phẩm rất đẹp và chắc chắn|6*Shop phục vụ rất tốt|3*Rất đáng tiền|4*Thời gian giao hàng rất nhanh
74,4444,6347273207,46725128,Sách - Chinh phục cụm động từ tiếng anh,Language Learning & Dictionaries,52.0,0.0,472429245.0,d*****7,6276483522,1634187900.0,5.0,"Hahajahahhajananabab ,đánh giá phía trên rùi , okeokeokeokeokeooke;#;#++#(#(#(!#!#!#!#+#+#(#!;#:#!#!#;#;#;!#!#!(#-#:#:₫!!₫!₫;₫:₫-₫+₫+₫;;₫;₫+#!₫;₫;₫+",6*Shop phục vụ rất tốt|4*Thời gian giao hàng rất nhanh
72,4369,6334014438,117535777,Sách - luật khiếu nại và các văn bản hướng dẫn thi hành,"Politics, Law & Social Sciences",68.0,0.0,77375933.0,24march.00,5230146940,1625024697.0,5.0,"Shop đóng gói cần thận, giao hàng nhanh, toàn mua ở đây thuiiii é🎁🎁🎁❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️",|
34,2092,2150262280,90428978,Sách - Combo Tự Học Tiếng Nhật Cho Người Mới Bắt Đầu Và Tập Viết Chữ Nhật + Bút Mực Bay M,Language Learning & Dictionaries,178.0,7.0,322714806.0,jerryvu69,5932229291,1631252924.0,5.0,"Hàng về rất oke nha, đúng và đẹp lắm luôn!",2*Chất lượng sản phẩm tuyệt vời|6*Shop phục vụ rất tốt|3*Rất đáng tiền
11,714,4887288175,15374634,"Sách - Mình Chỉ Là Người Bình Thường, Muốn Trao Đi Rất Nhiều Yêu Thương",Sticker & Colouring Books,192.0,7.0,11948453.0,vannth910,6011852655,1631798413.0,5.0,"Đã nhận hàng, đủ số lượng và chủng loại đặt của shop, shipper nhiệt tình👍👍👍",|
13,814,4941331999,272432350,Sách - Học Nhanh Ngữ Pháp Tiếng Anh Từ A - Z Dành Cho Người Mới Bắt Đầu - Kèm App Học Online,Language Learning & Dictionaries,131.0,5.0,68514307.0,d*****4,6334904845,1634623527.0,5.0,"Sách đến tay không bị hư hay gấp, có hóa đơn online kèm theo đầy đủ",|
54,3298,3829585540,46725128,Sách - Truyện tranh ngụ ngôn dành cho thiếu nhi ( song ngữ anh- việt ) bộ lông mượt ( bìa mềm ),Comics & Manga,500.0,11.0,110518389.0,uyenoichoanhnhe,4979392235,1622815144.0,5.0,Hình ảnh mang tính chất nhận xu. Thời gian giao hàng nhanh.....,|
43,2619,9148428817,404602141,Sách - Phía sau nghi can X - Nhã Nam HCM,Classic Literature,76.0,1.0,37909837.0,n*****n,6254216543,1634030445.0,5.0,"Shop giao hàng siêu nhanh, săn sale 10/10 mà ngày hôm sau nhận được r, săn đc giá khá tốt. . Shop đóng gói hàng cẩn thận, sách đẹp không bị lỗi.",|
89,5349,1470081727,46423940,"Sách - Chinh phục từ vựng tiếng Anh dùng cho học sinh thi THPT Quốc gia và sinh viên các trường Đại học, Cao đẳng",Education & School,57.0,1.0,141454633.0,lemaikhuong,4344821065,1616302768.0,5.0,Sách hay và đẹp lắm ạ. Rất chất lượng nữa ạ. Giá thành ổn và sát với chương trình học ạ,|
3,237,7184648131,374899645,Sách - 13.67 (Trinh Thám),"Action, Crime & Thrillers",60.0,3.0,98697988.0,quangnam2121,6313946191,1634449356.0,5.0,"Giao hàng khá nhanh, sách bọc đẹp, cẩn thận, nhìn rất thích. Tks shop!",|
54,3241,4884244639,162534564,Sách - Phát triển chỉ số Tình cảm EQ (200 Miếng bóc dán thông minh 2-6 tuổi) - Tái bản 2018,Comics & Manga,28.0,1.0,50161748.0,nguyengiang_22.2,5868617021,1630653493.0,5.0,Đóng gói cẩn thận chắc chắn... Do dịch nên giao hàng hơi lâu..,|
6,370,8977796602,374899645,Sách - Cánh Kỳ Lân (Trinh Thám),"Action, Crime & Thrillers",42.0,0.0,305750490.0,phuongnhungnnnnnn,6158316868,1633151500.0,5.0,shop đóng gói rất chắc chắn,2*Chất lượng sản phẩm tuyệt vời|5*Đóng gói sản phẩm rất đẹp và chắc chắn|3*Rất đáng tiền|4*Thời gian giao hàng rất nhanh
34,2084,6845327638,41043630,"Sách - Câu Chuyện Nhỏ, Bài Học Lớn (10 quyển lẻ tùy chọn) (2-6 tuổi)",Parenting & Family,69.0,3.0,187048427.0,hungninhgao,4313631919,1615948176.0,5.0,,2*Chất lượng sản phẩm tuyệt vời|5*Đóng gói sản phẩm rất đẹp và chắc chắn|6*Shop phục vụ rất tốt|4*Thời gian giao hàng rất nhanh
30,1806,5392387927,60314700,Tập tô màu Câu chuyện của Sam | Tập tô màu cho bé | 5 chủ đề,Sticker & Colouring Books,37.0,2.0,34154405.0,y*****r,6031835194,1631961642.0,5.0,"Sách truyện rất đẹp, màu sắc rõ nét. Có nhiều hình vẽ thú vị cho bé",|
2,178,1853811483,46725128,Sách - The Magic Phép màu 142577882,Business & Investment,863.0,13.0,382952921.0,khanhnam1211,6082472154,1632444505.0,5.0,"Đóng gói hàng rất đẹp và chắc chắn, shop phục vụ rất tốt",2*Chất lượng sản phẩm tuyệt vời|5*Đóng gói sản phẩm rất đẹp và chắc chắn|6*Shop phục vụ rất tốt|3*Rất đáng tiền
45,2749,171769380,2921062,Sách - Người Mẹ Tốt Hơn Là Người Thầy Tốt,Parenting & Family,255.0,7.0,31403053.0,ly.luu91,5086427859,1623722841.0,5.0,Giao hàng nhanh. Sách trong bọc nilong cẩn thận. Okieeeeeeeeeeeeeeeeeeeeee,|
53,3214,2659077183,43996107,"[Mã LT50 giảm 50k đơn 250k] Sách - Combo 10 cuốn Màu sắc, Âm thanh, Hình khối - Ehon Nhật Bản cho bé 0 - 6 tuổi",Comics & Manga,416.0,1.0,341794809.0,phamdiep.97,4475813522,1617789567.0,5.0,gggghhhhh,2*Chất lượng sản phẩm tuyệt vời
2,159,6406102707,41482786,Sách - Ehon Hình khối - Bộ 3 quyển (dành cho trẻ từ 0-6 tuổi),Comics & Manga,2297.0,23.0,307472789.0,t*****o,5364196728,1626147192.0,5.0,Bộ sách bé nhà mình rất thích. Màu sắc in ấn rất đẹp. Giấy dày dặn không sợ bé giật rách,|
51,3067,2302913588,46725128,Sách Tự Học Tiếng Trung Cho Người Mới Bắt Đầu (Dùng Kèm App MCBooks),Language Learning & Dictionaries,213.0,2.0,449734014.0,pp1234556,5204579451,1624782551.0,5.0,Đghjkbvaaerrnmaqdcvnngdaacccccv,|
58,3535,4353782291,15374634,"Sách - Tô Bình Yên, Vẽ Hạnh Phúc",Classic Literature,1004.0,12.0,38336980.0,snowpham123,5372118094,1626189992.0,5.0,"Giao đủ, sách ok, mới tô đc 2 hình , tác giả dễ thương, nên mua,,",|
22,1339,4992438720,6681116,"Sách - Combo Ehon kỹ năng sống Để con yêu tự lập (cho trẻ 1,5-6 tuổi)",Children's Books,84.0,0.0,162628767.0,n*****n,6307681123,1634385535.0,5.0,Sách chuẩn luôn nè. Bé mình rất thích. Mình cho đọc từ lúc 3 thâng tuổi đến giờ,|
1,103,8268241192,392838844,[Mã LIFESK1010 giảm 10% đơn 150k] Sách - Tâm Lý Học – Phác Họa Chân Dung Kẻ Phạm Tội,Psychology & Relationships,62.0,3.0,362540632.0,lutopezilevi,6174610026,1633322909.0,5.0,Sách gói đẹp lắm luônnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnn,2*Chất lượng sản phẩm tuyệt vời|5*Đóng gói sản phẩm rất đẹp và chắc chắn|6*Shop phục vụ rất tốt|3*Rất đáng tiền|4*Thời gian giao hàng rất nhanh
2,126,4253583182,284634361,Sách - Tô Bình Yên - Vẽ Hạnh Phúc,Classic Literature,2011.0,7.0,86523543.0,tranhuyentrang95,6090294947,1632500605.0,5.0,Nhận hàng nhanh. Hàng đúng sp mình lựa chọn. Sẽ ubgr hộ shop ở những lần tiếp ạ,|
61,3672,1008824328,35584914,Sách - English Collocations in use - Advanced (song ngữ),Language Learning & Dictionaries,120.0,0.0,102777361.0,vo.anhhnghii,5583179583,1628136611.0,5.0,"Giao hàng nhanh, đóng gói cẩn thận, sẽ tiếp tục ủng hộ shop ạ :3",2*Chất lượng sản phẩm tuyệt vời|5*Đóng gói sản phẩm rất đẹp và chắc chắn|6*Shop phục vụ rất tốt|3*Rất đáng tiền|4*Thời gian giao hàng rất nhanh
41,2471,1396850784,55485833,Sách - Dạy con theo cá tính của con,Parenting & Family,188.0,5.0,63871991.0,nudao_6885,5444874339,1626844705.0,5.0,,5*Đóng gói sản phẩm rất đẹp và chắc chắn
63,3794,2064765558,104288726,Sách - Tư Duy Thông Minh Thay Đổi Vận Mệnh,"Careers, Self Help & Personal Development",208.0,5.0,30156663.0,d*****7,3329248073,1604669331.0,5.0,Đặt hàng tại shop k có gì để chê cả. Đơn hàng thì chỉ có 1 số quyển đc bọc. Gói hàng cẩn thận. Thời gian giao hàng nhanh. Sẽ ủng hộ dài dài,|
70,4219,3650784781,104288726,Sách - Huyền Thoại Pháp Sư 12 Chòm Sao -Tập 4,Classic Literature,78.0,4.0,47781719.0,ngocuynh98,4901009397,1622021292.0,5.0,"Đã nhận được hàng, dịp smartbook sale được 2 cuốn ok hơi công vành xíu nhiêu ok , Shipper thân thiện 5*",|
24,1477,7180739071,388971112,Sách - Bước đầu tập viết (Quyển 1 và Quyển 2),Education & School,154.0,6.0,40683650.0,thientam6689,4773132407,1620640737.0,5.0,"Sách đẹp, giá lại rẻ, giao hàng rất nhanh, còn được tặng thêm 2 cây bút chì",|
93,5625,8174186491,42973303,Sách - Comic - Xí xọn online (màu) Tập 1-28 (Ngẫu nhiên 1 tập),Comics & Manga,37.0,0.0,116110423.0,laitam357,6157114326,1633143002.0,5.0,,|
4,244,4985705947,7441245, Sách Combo Hành Trang Cho Bé Tự Tin Vào Lớp 1 - Luyện Viết (Quyển 1+ 2+3),Education & School,426.0,2.0,31332961.0,m*****s,6185492456,1633418948.0,5.0,"nhờ bạn nhận hộ nên chưa pit đủ số lượng ko.. để check lai, gh quá lâu cho dịch",|
4,268,7248057079,74419831,Sách 3 Step – Tiết lộ bí quyết 3 bước đạt điểm 8+ Toán học,Education & School,498.0,7.0,461514128.0,nguyen_thu_2k4,6149078731,1633064835.0,5.0,sản phẩm rất ok nhưng vận chuyện bị hỏng sách một phần hơi buồn nhưng sách ok mong học xong đỗ dc đại học nv 1 hinahf anh mang tính chất nhận xu lười lên ko chụp,2*Chất lượng sản phẩm tuyệt vời|5*Đóng gói sản phẩm rất đẹp và chắc chắn|3*Rất đáng tiền
0,18,3654854465,308727507,Sách sổ tay kiến thức Sử Địa GDCD lớp 12,Education & School,1186.0,12.0,254945786.0,camly24102005,6250783912,1634013047.0,5.0,"Hàng giao siêu siêu nhanh, chưa đầy 24h mình đã nhận được hàng rồi, mỗi tội shop bọc vẫn chưa kín hết sách, nhưng sách k bị quăn bìa hay gì cả.",|
9,594,5740163192,272432350,[Mã LIFEMC2010 giảm 10% đơn 150k] Sách - Tự Học Từ Vựng Tiếng Trung Theo Chủ Đề - Học Kèm App Online,Language Learning & Dictionaries,178.0,3.0,161777551.0,phuongtran2019.vn,6177399956,1633340562.0,5.0,"Giao hàng gói kỹ , đẹp có tặng bookmark, có app học , app hay dễ học",2*Chất lượng sản phẩm tuyệt vời|5*Đóng gói sản phẩm rất đẹp và chắc chắn|6*Shop phục vụ rất tốt|3*Rất đáng tiền|4*Thời gian giao hàng rất nhanh
34,2060,3378813887,28367802,Sách - Bên rặng Tuyết Sơn - First News,Religion & Philosophy,18.0,1.0,326566343.0,dieuchi1511,6321630571,1634521945.0,5.0,,|
24,1483,6347255889,176795305,Sách - Giáo Trình Hán Ngữ 1 - Tập 1 Quyển Thượng,Language Learning & Dictionaries,311.0,1.0,26083661.0,n*****8,6276422334,1634187629.0,5.0,"sách bọc đóng gói rất kĩ, mua được sale giá rẻ, shop gh vc cũng nhanh, sẽ ủng hộ tiếp",|
63,3809,5547461650,176795305,Sách - Combo Giáo Trình Hán Ngữ Trọn Bộ 6 cuốn + tặng kèm ring ring,Language Learning & Dictionaries,83.0,0.0,68004304.0,lengophuongha1881993,4999303938,1623030040.0,5.0,Jdisjdidjej aujssnsjjden jssnsjsnjs ưajsjsjsni sjsjsam. Very good.,2*Chất lượng sản phẩm tuyệt vời|5*Đóng gói sản phẩm rất đẹp và chắc chắn|6*Shop phục vụ rất tốt|3*Rất đáng tiền|4*Thời gian giao hàng rất nhanh
6,371,5379912948,374899645,Sách - Lắng Nghe Tiếng Nắng (Boxset Manga 2 tập),Light Novels,306.0,4.0,61768001.0,thanhthaohn1,6289577437,1634270617.0,5.0,Đóng gói chắc chắn lắm luôn á. Sách nhìn đẹp mê luôn. Rất đáng tiền nhé mn!,2*Chất lượng sản phẩm tuyệt vời|5*Đóng gói sản phẩm rất đẹp và chắc chắn|3*Rất đáng tiền
48,2922,9527146443,372866910,Sách - Tranh nước tô màu Thanh Nga thần kỳ nhiều chủ đề kèm bút,Comics & Manga,41.0,3.0,131173266.0,m*****1,4969476969,1622722347.0,5.0,Sách ok lắm ah. Bé nhà mình thích lắm. Giao hàng cũng nhanh nữa.. Thanks bạn chủ nhiệt tình 💐💐💐💐💐💐💐💐💐💐💐💐💐💐💐💐💐💐,2*Chất lượng sản phẩm tuyệt vời|5*Đóng gói sản phẩm rất đẹp và chắc chắn|6*Shop phục vụ rất tốt|3*Rất đáng tiền|4*Thời gian giao hàng rất nhanh
4,274,3653988621,74419831,Sách Chinh phục luyện thi vào 10 môn Toán theo chủ đề,Education & School,445.0,8.0,270327643.0,c*****u,6318780596,1634478674.0,5.0,"Sản phẩm rất xinh đẹp tuyệt vời, tôi không thể trông đợi gì hơn. Cảm ơn nhà cung cấp, nhà sản xuất, cảm ơn người bán hàng, cảm ơn sàn thương mại điện tử, cảm ơn người vận chuyển để tôi có cơ hội dùng sản phẩm tốt như thế này.",2*Chất lượng sản phẩm tuyệt vời|5*Đóng gói sản phẩm rất đẹp và chắc chắn|6*Shop phục vụ rất tốt|3*Rất đáng tiền|4*Thời gian giao hàng rất nhanh
67,4044,3569765008,90740928,Sách - Không Giới Hạn,"Careers, Self Help & Personal Development",101.0,0.0,310218376.0,_ttvietha_,6339475591,1634650592.0,5.0,"sách hay lắm ạ rất hay và bổ ích, sách đẹp và nội dung rất hay nên mua thử",|
66,3964,647951377,35584914,Sách - Complete IELTS bands 6.5-7.5 - Workbook,Language Learning & Dictionaries,58.0,1.0,340058110.0,l*****7,5211722313,1624858750.0,5.0,Sách như hình đóng gói đẹp đáng tiền đang ở ngoài nên không thể chụp hình được mong shop thông cảm sẽ ủng hộ sách của shop tiếp,2*Chất lượng sản phẩm tuyệt vời|5*Đóng gói sản phẩm rất đẹp và chắc chắn|6*Shop phục vụ rất tốt|3*Rất đáng tiền
53,3184,5639386479,41482786,Sách - Tôi Từng Nghĩ Mọi Thứ Sẽ Ổn Khi Trở Thành Người Lớn (Tặng Kèm Bookmark),"Careers, Self Help & Personal Development",353.0,8.0,187453298.0,linhlinh4701,5124069929,1624020723.0,5.0,Sách đóng gói đẹp nhưng ko có chống sốc nên bị móp góc sách :((( với 1 đứa yêu sách như mình thì xót ko muốn đọc luôn :((,|
22,1355,5724690130,45194730,[Mã LIFEAZ2010 giảm 10% đơn 150k] Sách - Kinh Niên Lưu Ảnh,Classic Literature,203.0,3.0,122048290.0,lynguyenthi2501,6306194543,1634377819.0,5.0,"Sách siêu rẻ, siêu đẹp, siêu chất lượng. Gói hàng chắc chắn. Sẽ ủng hộ shop trog những lần tới",|
61,3694,7817245017,50966696,Sách - Muốn an được an,Recipes & Cooking,47.0,0.0,170455470.0,t*****_,5474078593,1627105347.0,5.0,"Sách giao đến nơi vẫn đẹp, không bị nhăn hay gấp góc. Bọc cẩn thận bằng giấy đẹp tiết kiệm, còn được tặng 1 cái bookmark. Mùa dịch các bạn mua sách đọc cho đỡ chán nha.",2*Chất lượng sản phẩm tuyệt vời|5*Đóng gói sản phẩm rất đẹp và chắc chắn|6*Shop phục vụ rất tốt|3*Rất đáng tiền|4*Thời gian giao hàng rất nhanh
8,527,4846809786,272432350,"[Mã LIFEMC2010 giảm 10% đơn 150k] Sách - Combo Ielts Mike's (Writing, Reading, Speaking, Listening) - Học Kèm App Online",Language Learning & Dictionaries,146.0,6.0,366881003.0,nguyen_thi_huonggiang,6157285677,1633144316.0,5.0,Giao hàng đầy đủ mặc dù dịch nhưng giao nhanh đóng gói kĩ chất lượng,|
7,448,7013639557,41482786,Sách Ehon Âm Thanh - Ehon Nhật Bản 0-6 tuổi (Bộ 3q),Parenting & Family,1389.0,5.0,92289728.0,phuongthaoducnam,5578416687,1628080090.0,5.0,Bdnjdvdkdbdksvdkdsbdvjdbdncnnx xkxbxxkxnxkdjxbxjxn d,2*Chất lượng sản phẩm tuyệt vời
5,330,5354272470,117535777,Sách Luật đầu tư 2020,"Politics, Law & Social Sciences",207.0,6.0,125830357.0,h*****1,5892463612,1630899852.0,5.0,"Sách ok lắm ạ, cảm ơn shop nhaaaaaaaaaaaaaaaaasaaaaaaaaaaaaaaa",|
99,5943,2578840723,74419831,Sách Hành trang giúp con tự tin vào lớp 1 - Quyển 2: Cùng con học Toán,Education & School,31.0,0.0,109872323.0,huenguyen8991,2285632492,1587568313.0,5.0,"Sách đẹp, hài lòng với sản phẩm. . Giá cả hợp lý. Sẽ ủng hộ shop lần sau",|
28,1730,4641374608,272432350,Sách - 3000 Từ Vựng Tiếng Anh Thông Dụng Nhất Dành Cho Người Học Cơ Bản - Học Kèm App Online,Language Learning & Dictionaries,67.0,0.0,18676989.0,haoanh89,6114431620,1632745376.0,5.0,Sau bao ngày mong ngóng thì đã nhaanj được sách ^^. Sách nhỏ nhỏ xinh xinh hihi,|
33,2005,7038994201,58382622,Vở - Luyện Viết 1 - tập một (thuộc bộ sách giáo khoa CÁNH DIỀU),Education & School,107.0,0.0,21489180.0,n*****m,5310643195,1625739199.0,5.0,"Giao hàng rất nhanh, đủ sách theo đơn hàng , đóng gói thận cẩn thận",|
4,295,5508165098,55485833,"Sách - Thơ Tiềm Thức Cho Bé Tập Nói, Tập Đọc",Comics & Manga,738.0,14.0,199949059.0,l*****2,6127886314,1632881296.0,5.0,"Sách đẹp, chữ và hình ảnh rõ ràng, bé rất thích, nên mua nha mn",|
12,751,4050775365,45194730,[Mã LIFEAZ2010 giảm 10% đơn 150k] Sách - Tương Lai Của Cảm Xúc,"Careers, Self Help & Personal Development",179.0,6.0,124528666.0,h*****2,6276911088,1634189784.0,5.0,"Giao hàng nhang, shop gói hàng cẩn thận , giao đủ sách mà lại sale rất rẻ nữa.",2*Chất lượng sản phẩm tuyệt vời|5*Đóng gói sản phẩm rất đẹp và chắc chắn|6*Shop phục vụ rất tốt|3*Rất đáng tiền|4*Thời gian giao hàng rất nhanh
67,4060,7623424802,205830991,Sách - Khi Bạn Đang Mơ Thì Người Khác Đang Nỗ Lực,"Careers, Self Help & Personal Development",74.0,1.0,111344835.0,v*****n,5996315002,1631695839.0,5.0,"Sách giá rẻ hơn niêm yết nhưng giấy thì chất lượng, giao hàng hơi lâu nhưng chắc do dịch, sẽ quay lại ủng hộ shop~",|
75,4538,1800659889,45194730,"[Mã LIFEAZ2010 giảm 10% đơn 150k] Sách - Diệt Slime suốt 300 năm, Tôi levelmax lúc nào chẳng hay (tập 5)",Light Novels,98.0,4.0,131193852.0,hoaapollo,5441974869,1626815453.0,5.0,Shop đóng gói siêu cẩn thận 3 lớp👍. Sách đẹp hoàn hảo nguyên seal. Phụ kiện đầy đủ. Cho 5 sao,2*Chất lượng sản phẩm tuyệt vời|5*Đóng gói sản phẩm rất đẹp và chắc chắn|6*Shop phục vụ rất tốt|3*Rất đáng tiền
26,1602,11505263175,46725128,Sách - Cánh diều :Tiếng việt lớp 2 tập 1,Education & School,187.0,1.0,202953320.0,rubykenkun,5571454850,1628031614.0,5.0,Nghỉ dịch lâu quá nên mua thử bộ này về cho bé học cho đỡ buồn! May kịp nhận hàng,|
6,381,10616806942,45194730,[Mã LIFEAZ2010 giảm 10% đơn 150k] Sách - Nhớ ra tên tôi chưa (tập 1+2),LGBTQ+ Literature,222.0,1.0,129574053.0,k*****0,6024684380,1631897092.0,5.0,"Bọc sách kĩ, sách đẹp ko gấp góc. Dù shipper có hơi mạnh tay làm mốp thùng 1 cách mạnh bạo nhưng vẫn ko hư sách vì shop gói quá là kĩ hihi",5*Đóng gói sản phẩm rất đẹp và chắc chắn|6*Shop phục vụ rất tốt
82,4949,4568455082,69256815,Sách - Thế Giới Trong Mắt Em Bộ 9 Cuốn (Lẻ Tùy Chọn),Comics & Manga,35.0,1.0,59547463.0,danhtrinh123,4915200881,1622171481.0,5.0,"quá thik luôn mn ơi, hơi cả mong đợi",|
6,405,7565172539,45194730,[Mã LIFEAZ2010 giảm 10% đơn 150k] Sách - Quên Một Người Là Chuyện Của Thời Gian,Classic Literature,626.0,0.0,187679403.0,thaimeo872,6173909716,1633318318.0,5.0,"Hàng đẹp , giao lâu mún chếtttttttttttttttttttttttt lunnnnnnnnnnnnnnnnnnnnnnnnnnn. Đóng gói cẩn thận",|
24,1449,7072190655,101577513,"Sách - Spy X Family lẻ tập tùy chọn tập 1,2,3,4.,.. NXB Kim Đồng",Comics & Manga,136.0,3.0,204161540.0,trangpham13579,6097145151,1632569502.0,5.0,Sách đẹp lắm mn bọc kĩ càng k bị quăn hay dập gáy ưnggggg :333,2*Chất lượng sản phẩm tuyệt vời|5*Đóng gói sản phẩm rất đẹp và chắc chắn|6*Shop phục vụ rất tốt|3*Rất đáng tiền|4*Thời gian giao hàng rất nhanh
49,2942,3347261166,26003943,"Sách - Combo Cân bằng cảm xúc cả lúc bão giông + Nóng giận là bản năng, Tĩnh lặng là bản lĩnh","Careers, Self Help & Personal Development",57.0,1.0,20233255.0,h*****m,5726555848,1629347979.0,5.0,Giao hàng nhanh . Sách phù hợp chất lượng . Đọc rồi sẽ mua thêm sách,|
5,314,11810654146,343382853,Sách - Combo 2 Cuốn: Destination B1 & B2 Grammar and Vocabulary ( Kèm Đáp Án ),Language Learning & Dictionaries,566.0,0.0,84364879.0,t*****t,6157188517,1633143594.0,5.0,"Mặt nạ tay chứa Nicotinamide, chiết xuất lên men từ trái lựu Lactobacillus, thành phần lên men từ rễ củ cải Leuconostoccus, nấm men… Có tác dụng tẩy da chết nhẹ, cấp nước dưỡng ẩm sâu, nuôi dưỡng phục hồi độ đàn hồi. Mang tính chất lấy xu!",2*Chất lượng sản phẩm tuyệt vời
26,1561,2150432085,90428978,"Sách - Combo Giáo Trình Hán Ngữ 1 và 2,Vở Tập Viết Chữ Hán, 301 Câu Đàm Thoại Tiếng Hoa Và Tự Học Tiếng Trung",Language Learning & Dictionaries,442.0,5.0,304099453.0,y*****3,5880570342,1630756608.0,5.0,"Vừa đặt hôm qua mà nay đã nhận được rồi . Đóng gói chắc chắn ,sách oke 😘😘😘😘😘😘😘😘😘😘😘😘😘😘😘😘😘😗",2*Chất lượng sản phẩm tuyệt vời|5*Đóng gói sản phẩm rất đẹp và chắc chắn|6*Shop phục vụ rất tốt|3*Rất đáng tiền|4*Thời gian giao hàng rất nhanh
48,2906,4310544094,15374634,Sách - Càng Mạnh Mẽ Càng Dịu Dàng (Kèm Bookmark),Classic Literature,362.0,4.0,47733974.0,hoangthuong0411,5204844756,1624784362.0,5.0,Đã nhận được hàng. Shop giao nhanh. Sẽ ủng hộ lâu dài. Mình tặng quà sinh nhật nên k chụp lại d,2*Chất lượng sản phẩm tuyệt vời
